#{"t_start": 1779600975.013974, "env_id": "None"}
r,l,t
-14.065536,107,31.247544
-11.021502,79,31.268251
-10.654697,97,31.304989
-12.16875,82,31.337675
-11.90378,93,31.38048
-13.644999,90,31.395729
-11.716307,67,31.401258
-11.108063,61,31.425707
-11.594984,80,31.486658
-13.059309,80,31.510828
-11.4721,78,31.532671
-13.913197,113,31.550529
-12.133442,92,31.644439
-11.880599,63,31.644481
-12.861215,95,31.750733
-10.323301,136,31.765636
-12.132362,62,31.809407
-14.032897,109,31.869246
-12.166988,98,31.879484
-13.722518,116,31.918722
-12.820099,101,31.943856
-11.655555,68,31.96345
-12.780342,92,32.012909
-11.406738,74,32.028337
-12.920099,93,32.080745
-11.697044,86,32.090432
-13.602736,82,32.128909
-11.249207,91,32.153541
-11.314519,68,32.173665
-12.641176,79,32.201033
-12.531931,61,32.245649
-12.072348,82,32.248791
-13.852706,91,32.304497
-12.533537,76,32.359428
-15.56568,158,32.429944
-15.438615,138,32.442235
-12.168015,65,32.448703
-13.365331,106,32.457994
-11.23092,70,32.537433
-13.018326,98,32.604542
-13.472287,102,32.62265
-13.849271,130,32.645943
-12.97322,95,32.68852
-11.958051,77,32.725799
-11.504471,67,32.727401
-13.503015,118,32.822022
-13.132343,96,32.866176
-15.390827,127,32.874403
-12.568857,104,32.875882
-11.712097,75,32.933794
-11.183224,59,32.957077
-12.705067,82,33.002217
-12.615486,89,33.011752
-12.193233,74,33.048766
-11.919101,90,33.09933
-13.530642,78,33.133626
-11.228875,80,33.29525
-11.521751,113,33.301458
-11.681461,60,33.301543
-11.820028,61,33.381542
-11.419376,67,33.39916
-13.581578,214,33.402741
-11.833668,90,33.427556
-12.450664,89,33.507157
-11.6802025,100,33.541419
-12.900396,103,33.573354
-12.322586,134,33.584286
-11.260787,74,33.647212
-16.221817,128,33.689893
-12.237479,77,33.69546
-13.750315,112,33.733643
-11.306538,79,33.759889
-12.927654,100,33.836238
-11.454889,79,33.84421
-13.358596,130,33.876505
-12.63423,99,33.902454
-11.3407345,64,33.941398
-11.246099,80,33.957156
-11.876005,97,34.016484
-12.039196,79,34.016547
-12.697354,86,34.066179
-12.023527,81,34.073269
-11.163906,67,34.116041
-11.905275,77,34.131837
-11.467566,81,34.193946
-10.648102,113,34.232416
-11.013174,70,34.233844
-12.378938,110,34.282416
-11.306891,67,34.339235
-13.7402935,101,34.350055
-12.958157,78,34.358491
-10.760133,68,34.38493
-12.230906,83,34.460798
-11.594475,76,34.460846
-13.209243,75,34.46891
-11.548066,79,34.502975
-11.724987,77,34.57109
-11.513491,108,34.615969
-13.790459,88,34.626858
-11.012131,112,34.626896
-11.241161,73,34.676089
-11.516873,64,34.709356
-12.71765,78,34.822271
-12.183393,94,34.85208
-13.231176,95,34.905262
-11.515253,90,34.929891
-13.19742,80,34.948753
-11.640553,87,34.979722
-12.034433,83,35.068422
-11.905618,123,35.086118
-13.620121,91,35.116244
-10.90575,141,35.138461
-11.962348,86,35.197811
-11.928602,107,35.247376
-12.570109,88,35.24885
-1.1595316,89,35.274482
-12.19704,69,35.309581
-12.422631,85,35.375183
-12.319422,86,35.379371
-12.580955,76,35.390287
-11.800268,60,35.473995
-12.897257,109,35.529121
-12.690878,113,35.537094
-13.610641,198,35.584869
-13.690706,91,35.597449
-13.095492,78,35.646728
-14.38316,113,35.691617
-11.8151655,68,35.698536
-14.735842,111,35.743777
-11.440529,90,35.777034
-11.42396,90,35.823873
-13.818441,127,35.878562
-12.281104,78,35.894732
-11.769463,122,35.926238
-12.249239,70,35.932733
-11.8429365,83,35.996598
-13.27562,75,36.002097
-12.432845,83,36.053915
-13.1582155,105,36.08086
-12.343061,70,36.101218
-12.582218,99,36.14607
-12.430369,70,36.1564
-12.360844,86,36.226661
-12.104193,137,36.281089
-11.291298,96,36.3811
-12.071958,105,36.386458
-12.201712,65,36.40552
-12.167348,84,36.507077
-12.844742,116,36.54353
-12.217542,110,36.560151
-15.533067,153,36.581847
-12.60982,78,36.615689
-11.531395,85,36.703239
-15.847992,114,36.722869
-15.336407,137,36.739756
-14.480448,128,36.800503
-11.360988,74,36.81156
-11.325679,83,36.845453
-11.162298,109,36.902329
-11.095718,93,36.945162
-11.552479,122,36.978304
-11.101681,66,36.995321
-12.771735,140,37.038103
-11.364535,66,37.062717
-11.636837,104,37.087341
-11.134627,80,37.101994
-11.814336,85,37.162568
-11.476845,66,37.184624
-13.320368,105,37.216623
-11.695829,89,37.231183
-12.1888275,95,37.320694
-14.652058,128,37.345047
-12.061915,94,37.353242
-12.574403,90,37.364069
-11.371857,65,37.415802
-11.531962,68,37.449649
-13.442486,98,37.485349
-12.220293,65,37.506004
-12.929591,130,37.544377
-11.314469,99,37.587248
-12.9298315,94,37.636346
-15.869152,138,37.679106
-1.6099062,113,37.703062
-12.455494,89,37.714356
-12.99087,102,37.779701
-12.375729,74,37.782591
-12.528395,80,37.904914
-13.824279,108,37.956561
-11.768056,83,37.990658
-12.014456,101,38.017461
-12.145473,102,38.050061
-11.754325,67,38.089793
-12.26206,106,38.112898
-13.495901,88,38.18838
-12.085576,80,38.210348
-13.886478,144,38.23752
-12.393814,97,38.261935
-13.267657,101,38.346478
-11.90317,86,38.370614
-11.541432,105,38.373401
-13.66567,80,38.384639
-12.513418,88,38.506641
-11.928028,97,38.519594
-11.813312,94,38.533109
-14.276852,177,38.619305
-12.361975,84,38.647976
-11.587042,101,38.662541
-12.024682,93,38.672963
-10.956,63,38.77354
-12.386488,88,38.786056
-11.211889,81,38.791233
-13.558575,115,38.795464
-12.288527,68,38.873967
-12.431295,69,38.904576
-12.849271,100,38.937191
-13.277536,117,38.959208
-11.440142,72,38.982052
-11.502212,79,39.028039
-12.516674,110,39.125306
-11.318133,91,39.136919
-13.20883,114,39.154035
-13.566524,122,39.233187
-12.890415,94,39.27924
-12.510578,91,39.299642
-11.4784775,102,39.302319
-12.350746,104,39.381933
-11.793099,79,39.494237
-12.624838,84,39.49911
-11.408688,124,39.534967
-11.779767,82,39.613925
-14.224352,129,39.64763
-2.9210234,119,39.667091
-11.951897,106,39.681671
-11.400721,66,39.737881
-2.7106895,118,39.780803
-12.291821,107,39.819815
-13.84028,125,39.861573
-11.532604,74,39.884418
-12.467759,109,39.896016
-11.258929,78,39.943756
-11.403646,82,39.995479
-11.608912,86,40.032285
-12.091673,96,40.036437
-13.069033,86,40.127621
-11.433421,136,40.15295
-11.965078,77,40.160104
-12.230548,87,40.172042
-12.117731,71,40.235449
-12.757221,85,40.288319
-13.046251,116,40.344314
-12.52058,153,40.388794
-13.506544,109,40.4039
-11.467424,81,40.412295
-12.545557,85,40.469594
-12.141206,78,40.497638
-13.190448,92,40.539467
-11.521255,119,40.594632
-12.511308,88,40.609824
-12.84593,107,40.669561
-12.216684,85,40.726718
-10.208958,121,40.732359
-12.247734,114,40.787451
-11.661335,100,40.822823
-12.279071,73,40.841734
-11.060904,87,40.857235
-11.597882,82,40.956409
-11.348715,118,40.999636
-13.375587,102,41.093788
-11.447457,166,41.119497
-11.238834,69,41.148607
-12.245506,84,41.197784
-12.220161,136,41.273774
-11.209324,119,41.273817
-12.033505,107,41.285131
-13.291608,101,41.332131
-11.790728,74,41.386428
-11.395938,78,41.392354
-12.189063,82,41.40884
-11.181934,78,41.500304
-11.283552,93,41.546336
-12.08633,109,41.551244
-10.492224,145,41.551295
-11.53375,98,41.651435
-10.93339,65,41.655755
-12.623621,76,41.671249
-13.168406,106,41.815035
-11.976982,180,41.828857
-13.914019,131,41.853942
-14.897589,156,41.917551
-12.094933,92,41.968126
-10.344173,121,42.025331
-11.942394,74,42.04146
-11.481866,110,42.041526
-11.836402,85,42.102927
-11.544508,71,42.137716
-12.688312,93,42.180643
-13.250979,105,42.198539
-10.987529,66,42.231832
-12.902609,108,42.261329
-11.429437,75,42.29031
-11.246562,70,42.300687
-11.026901,68,42.335638
-12.346277,74,42.403536
-12.107348,105,42.422172
-11.888647,87,42.466213
-13.782598,119,42.4802
-12.766397,75,42.525609
-11.469395,73,42.657113
-13.124696,83,42.657188
-14.339979,158,42.708993
-11.951812,68,42.760309
-11.002672,74,42.768083
-11.147399,160,42.83169
-12.578642,111,42.861404
-11.884563,110,42.9127
-12.463663,113,42.92487
-11.735264,74,42.978543
-11.104846,101,42.985368
-13.574028,97,43.060152
-11.357457,89,43.061717
-11.08672,73,43.086744
-11.821878,149,43.201217
-13.907158,97,43.202832
-11.746197,101,43.209965
-12.089731,143,43.293878
-12.604254,89,43.330733
-12.148121,110,43.360551
-12.329485,121,43.3817
-12.039965,100,43.428825
-12.749542,107,43.47511
-12.769421,102,43.498623
-12.746634,95,43.511052
-12.15561,82,43.542132
-1.744895,83,43.590552
-13.664436,88,43.621245
-11.160164,76,43.648533
-11.789145,104,43.655967
-12.144635,74,43.724128
-11.226839,103,43.733786
-11.51871,76,43.762644
-12.463573,99,43.787431
-12.236066,102,43.868241
-12.209965,96,43.869924
-12.712365,91,43.889701
-10.277395,124,43.958711
-12.478617,94,43.99844
-10.592876,96,44.002915
-11.699443,108,44.194414
-12.608805,159,44.194465
-14.189013,126,44.265425
-10.959072,71,44.297323
-11.86145,162,44.313902
-11.54254,83,44.316731
-12.0696335,60,44.352228
-12.303704,77,44.411047
-11.963831,104,44.467267
-11.791842,90,44.486353
-11.38278,115,44.486388
-13.197692,101,44.562102
-12.567581,111,44.62799
-11.714811,102,44.633399
-11.285824,80,44.674205
-13.60879,134,44.678196
-13.221387,109,44.786283
-13.246348,115,44.78917
-14.551739,130,44.856782
-13.596535,148,44.887274
-0.84360695,91,44.914096
-13.101618,98,44.927347
-12.511126,91,44.999095
-11.150907,101,45.040358
-13.482395,95,45.07152
-0.5802736,119,45.093313
-12.649941,85,45.114343
-11.009684,68,45.195941
-11.275952,84,45.197911
-12.416008,142,45.252615
-13.358225,126,45.314374
-10.988406,81,45.325845
-11.8067875,87,45.33653
-10.959428,69,45.432442
-11.869804,86,45.437625
-13.070226,82,45.441924
-13.368651,145,45.46863
-11.90397,61,45.555861
-12.064677,91,45.569673
-13.016135,113,45.605506
-13.039175,127,45.616612
-11.306726,65,45.730536
-11.375845,103,45.79783
-11.675557,80,45.811727
-11.301465,93,45.818376
-12.412707,93,45.865572
-10.169786,134,45.987412
-12.494813,108,46.016483
-13.757574,158,46.039869
-12.114169,206,46.114769
-12.9377,89,46.117418
-12.137346,85,46.138049
-11.558409,142,46.24682
-12.652145,90,46.248667
-11.099705,96,46.279344
-12.32864,142,46.322833
-11.118245,87,46.368955
-11.854538,116,46.446319
-12.419707,100,46.46555
-11.776169,166,46.482463
-12.187382,92,46.499091
-12.254058,76,46.588939
-12.12062,102,46.588987
-13.39874,104,46.611969
-13.1391115,103,46.647694
-12.102556,82,46.707312
-11.346241,90,46.7403
-10.034751,108,46.742968
-1.7896166,114,46.806112
-11.095114,107,46.883826
-11.58655,142,46.897331
-11.5655,125,46.910298
-11.990605,106,46.951108
-11.205755,88,47.012244
-12.372083,96,47.038684
-13.991136,127,47.094754
-14.02006,118,47.120183
-12.724239,112,47.251858
-11.879243,130,47.300991
-12.779043,100,47.315481
-12.160365,99,47.336836
-11.926098,93,47.379367
-12.276806,113,47.454538
-12.025093,106,47.45896
-11.121215,103,47.476583
-11.685523,93,47.504001
-11.152314,89,47.580598
-12.213514,118,47.640288
-12.557212,100,47.643038
-11.340772,142,47.651383
-11.423477,74,47.68413
-11.496569,65,47.730295
-11.805229,80,47.760493
-9.908148,100,47.777012
-11.417223,115,47.842394
-12.8781595,107,47.878581
-12.799719,93,47.888913
-13.086849,111,47.93092
-12.049476,73,47.942809
-11.211887,99,48.03072
-11.128792,113,48.039757
-11.28624,78,48.042583
-11.918063,128,48.120467
-12.005877,94,48.159129
-12.386473,89,48.164588
-11.277427,152,48.248182
-12.124699,102,48.265211
-12.469314,99,48.302031
-12.499469,157,48.384416
-12.507074,92,48.39475
-11.18726,117,48.416315
-11.859921,108,48.450644
-12.431704,87,48.508393
-11.885806,82,48.511236
-12.441956,113,48.573285
-13.156857,93,48.580094
-11.894449,78,48.697686
-10.14599,78,48.700349
-10.952061,78,48.771001
-11.772693,80,48.808866
-12.740601,93,48.829455
-11.38774,127,48.830884
-11.555868,91,48.896772
-12.6206455,101,48.951409
-11.343885,85,48.951459
-11.428541,102,48.974309
-11.29975,83,49.019531
-12.5589695,92,49.083251
-11.484324,97,49.090352
-11.525236,67,49.110755
-11.922606,100,49.116335
-11.52706,75,49.18742
-11.618776,68,49.210423
-12.553835,101,49.230104
-11.6669035,70,49.294558
-12.093884,128,49.301365
-11.079799,100,49.392841
-11.19076,105,49.460062
-12.42646,107,49.469532
-10.322155,167,49.475845
-11.337441,82,49.522239
-11.783864,73,49.571136
-11.386625,62,49.609789
-11.074011,107,49.625623
-11.814683,143,49.682332
-11.515856,95,49.703817
-11.616713,78,49.73387
-11.450536,96,49.741651
-11.030901,73,49.780603
-11.068248,86,49.819359
-12.331226,97,49.862446
-11.980659,139,49.928707
-11.479691,115,49.935585
-12.614409,104,49.960393
-11.5597315,91,49.988531
-11.526036,60,50.015363
-11.792864,89,50.053162
-11.626703,73,50.062626
-10.982802,62,50.193075
-12.072579,86,50.196056
-11.847352,63,50.280532
-12.339037,88,50.312752
-13.031995,140,50.335714
-11.785536,148,50.357118
-11.100836,66,50.40663
-12.104912,95,50.415866
-12.521203,86,50.47824
-11.626516,123,50.506103
-12.366877,98,50.551754
-10.950423,112,50.565355
-10.986929,88,50.59796
-11.821397,77,50.611466
-11.120069,77,50.657379
-11.322402,92,50.689036
-11.314532,92,50.72288
-11.192429,82,50.724427
-12.127563,97,50.788985
-11.225363,97,50.823908
-11.534135,73,50.826816
-12.300867,113,50.88596
-11.051489,79,50.909045
-11.43603,101,50.98189
-11.762179,105,50.984891
-11.462179,73,51.020036
-13.624829,97,51.034047
-11.168786,102,51.139858
-11.178857,113,51.153967
-11.4105425,88,51.169238
-12.262774,104,51.17896
-11.689301,87,51.278962
-12.095591,80,51.29391
-11.308008,121,51.316136
-11.440188,113,51.330183
-11.203512,89,51.412027
-12.4477005,87,51.423199
-11.068707,85,51.441337
-13.293502,104,51.4879
-11.169445,85,51.538703
-11.632593,92,51.565789
-12.054295,94,51.592477
-11.005171,85,51.621204
-10.752901,88,51.76013
-11.839153,75,51.763252
-11.867443,63,51.766805
-11.418718,70,51.804225
-10.868464,68,51.855034
-11.600615,83,51.878705
-11.225041,104,51.914609
-11.267772,88,51.932642
-12.096906,101,52.003501
-11.174595,116,52.051027
-11.13828,97,52.058904
-11.198814,94,52.071119
-11.444282,85,52.131949
-11.899992,73,52.16677
-10.913012,82,52.172705
-11.179905,86,52.197817
-11.974043,70,52.272949
-11.958876,100,52.27444
-11.657012,90,52.295912
-11.689299,78,52.310604
-11.281075,78,52.392551
-12.032243,75,52.423769
-11.915412,112,52.438886
-11.291083,119,52.472014
-11.196806,99,52.536112
-11.88223,82,52.544748
-11.176477,65,52.572506
-10.846422,102,52.593095
-11.252684,90,52.677554
-11.283807,96,52.693663
-11.184141,65,52.693714
-11.82079,89,52.709196
-11.171875,101,52.828539
-10.875967,105,52.853891
-12.551868,106,52.855635
-11.757895,107,52.875585
-11.459715,84,52.95164
-11.087868,75,52.960704
-10.849005,101,52.994417
-11.906163,108,53.020402
-10.864784,77,53.052356
-11.081878,82,53.067734
-11.801359,104,53.134629
-12.429753,97,53.150895
-11.111733,96,53.26636
-11.866125,115,53.310396
-11.497282,79,53.326919
-10.94697,79,53.343127
-11.462111,81,53.388746
-11.338947,84,53.442704
-12.539844,100,53.49121
-11.833003,97,53.504418
-11.639387,102,53.552073
-12.377735,103,53.602988
-11.116407,86,53.632407
-11.048093,101,53.645818
-11.162109,76,53.666684
-12.621891,90,53.730225
-11.337065,77,53.746474
-11.627135,98,53.767764
-11.267319,103,53.804435
-11.42679,83,53.844873
-11.169359,104,53.890978
-11.23045,74,53.907609
-11.302852,109,53.918085
-11.919034,90,53.975995
-11.036336,101,54.045189
-11.033974,101,54.064102
-11.02724,95,54.06775
-11.453875,74,54.09041
-11.199112,90,54.172157
-10.869278,82,54.177854
-11.030928,83,54.206614
-11.638219,100,54.208328
-12.44783,87,54.298688
-11.236653,93,54.315206
-11.33024,78,54.320949
-11.039691,93,54.34331
-11.055977,65,54.392709
-10.825228,84,54.431719
-11.256152,88,54.464221
-11.121206,108,54.469683
-12.331002,91,54.518248
-12.322094,82,54.545143
-11.21581,84,54.584897
-11.405603,101,54.615078
-11.502678,69,54.644673
-11.551101,96,54.654959
-10.916537,70,54.682321
-10.88232,72,54.835182
-10.940529,85,54.844196
-12.142449,116,54.855927
-12.203918,87,54.883967
-11.193483,77,54.952819
-11.761841,93,54.971026
-11.079058,84,54.979638
-10.830478,83,55.006115
-11.9296465,84,55.072004
-11.458404,80,55.080322
-11.265166,85,55.096585
-10.922853,77,55.111122
-10.908935,79,55.182177
-12.11133,79,55.19001
-11.902911,85,55.212238
-11.4354315,91,55.236693
-12.432249,92,55.312765
-12.266743,84,55.33427
-11.17061,71,55.340247
-11.787583,109,55.345661
-12.203358,72,55.41183
-10.859394,79,55.447636
-11.337236,89,55.467241
-11.320569,101,55.472554
-10.914684,69,55.505077
-11.889652,71,55.562147
-12.237059,97,55.579682
-11.685465,114,55.624937
-10.946026,75,55.662704
-11.959555,119,55.665519
-10.070051,97,55.707651
-11.369351,78,55.729615
-11.497968,88,55.78205
-11.28825,90,55.78775
-11.216408,88,55.827537
-11.324991,100,55.866839
-10.770811,75,55.885045
-11.376892,84,55.905042
-11.5191,99,55.964127
-11.749133,74,55.98663
-12.262887,93,55.99552
-10.946941,62,56.050969
-11.222052,108,56.052436
-11.229373,77,56.095425
-10.972349,85,56.114723
-10.806148,74,56.154803
-11.809568,81,56.162995
-11.70066,93,56.29497
-10.986823,88,56.308468
-11.55648,81,56.342981
-11.123723,113,56.397737
-12.227909,90,56.438308
-10.867003,100,56.43982
-11.194561,109,56.497015
-11.153334,104,56.540482
-11.876069,84,56.551848
-11.00024,84,56.553268
-11.526097,72,56.594531
-12.08504,86,56.660128
-11.260918,88,56.676238
-11.613615,109,56.704865
-10.950914,102,56.735468
-10.9152355,97,56.795038
-10.901668,77,56.812934
-11.150675,103,56.818821
-11.153352,93,56.865506
-12.241888,73,56.895309
-10.99821,80,56.920627
-11.467933,93,56.944021
-11.349206,70,56.960395
-11.211458,74,57.023676
-11.841393,94,57.023714
-10.819309,72,57.059448
-11.446417,101,57.08433
-11.135798,89,57.143824
-10.893974,111,57.17239
-11.221101,95,57.186342
-11.571078,93,57.207885
-11.0645275,75,57.247628
-11.393162,87,57.309789
-11.0943365,103,57.318235
-11.881738,100,57.35082
-11.105404,92,57.377924
-11.857689,87,57.433044
-11.187536,106,57.468329
-11.424257,100,57.490632
-12.443082,89,57.502955
-11.146833,92,57.56133
-11.274464,74,57.571601
-10.842829,96,57.624689
-11.445582,96,57.63587
-11.139322,83,57.76422
-11.248782,109,57.794754
-11.744358,84,57.824622
-11.336974,83,57.834501
-12.193935,91,57.921129
-12.491839,115,57.928345
-11.650889,76,57.929938
-11.034739,81,57.94628
-11.725024,87,58.052027
-11.580099,91,58.056117
-11.587159,96,58.05615
-11.1127,99,58.087832
-11.851239,78,58.164406
-11.630358,84,58.168863
-12.058243,102,58.198127
-10.841778,81,58.198172
-11.220536,76,58.274666
-10.895595,93,58.296979
-12.1249695,76,58.307817
